run_id,test_instance_id,method,initialization,targetnumpods,targetnumorders,targetnumitems,subproblemsevaluated,subproblemtimeinterval,timeforreooptimization,timeforsubproblemselection,tabutype,mlmodel,partitionobjective,stationtostation_flag,targetnumworkstations,anystorageloc_flag
971,49,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
972,50,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
973,51,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
974,52,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
975,53,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
976,54,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
977,55,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
978,56,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
979,57,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
980,58,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
981,59,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
982,60,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
983,61,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
984,42,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
985,43,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
986,44,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
987,45,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
988,46,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
989,47,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
990,48,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
991,49,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
992,50,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
993,51,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
994,52,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
995,53,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
996,54,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
997,55,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
998,56,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
999,57,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
1000,58,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
1001,59,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
1002,60,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
1003,61,LTO,none,28,20,64,20,360,5,20,tabu15,partition,synergy,0,,0
1004,42,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1005,43,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1006,44,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1007,45,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1008,46,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1009,47,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1010,48,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1011,49,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1012,50,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1013,51,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1014,52,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1015,53,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1016,54,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1017,55,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1018,56,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1019,57,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1020,58,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1021,59,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1022,60,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1023,61,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1024,42,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1025,43,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1026,44,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1027,45,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1028,46,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1029,47,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1030,48,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1031,49,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1032,50,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1033,51,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1034,52,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1035,53,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1036,54,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1037,55,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1038,56,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1039,57,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1040,58,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1041,59,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1042,60,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1043,61,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1044,42,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1045,43,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1046,44,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1047,45,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1048,46,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1049,47,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1050,48,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1051,49,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1052,50,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1053,51,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1054,52,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1055,53,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1056,54,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1057,55,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1058,56,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1059,57,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1060,58,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1061,59,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1062,60,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1063,61,LTO,none,28,20,64,20,360,5,20,tabu15,partition,random,0,,0
1064,42,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1065,43,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1066,44,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1067,45,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1068,46,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1069,47,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1070,48,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1071,49,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1072,50,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1073,51,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1074,52,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1075,53,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1076,54,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1077,55,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1078,56,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1079,57,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1080,58,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1081,59,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1082,60,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1083,61,LTO,biggreedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1084,42,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1085,43,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1086,44,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1087,45,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1088,46,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1089,47,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1090,48,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1091,49,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1092,50,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1093,51,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1094,52,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1095,53,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1096,54,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1097,55,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1098,56,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1099,57,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1100,58,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1101,59,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1102,60,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1103,61,LTO,greedy,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1104,42,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1105,43,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1106,44,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1107,45,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1108,46,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1109,47,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1110,48,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1111,49,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1112,50,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1113,51,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1114,52,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1115,53,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1116,54,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1117,55,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1118,56,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1119,57,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1120,58,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1121,59,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1122,60,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1123,61,LTO,none,28,20,64,20,360,5,20,tabu15,partition,heuristic,0,,0
1124,122,LTO,none,28,20,64,20,360,5,30,tabu15,partition,synergy,0,,0
1125,122,LTO,none,28,20,64,20,360,5,30,tabu15,partition,heuristic,0,,0
1126,123,LTO,none,28,20,64,20,360,5,30,tabu15,partition,synergy,0,,0
1127,123,LTO,none,28,20,64,20,360,5,30,tabu15,partition,heuristic,0,,0
1128,124,LTO,none,28,20,64,20,360,5,30,tabu15,partition,synergy,0,,0
1129,124,LTO,none,28,20,64,20,360,5,30,tabu15,partition,heuristic,0,,0
1130,125,LTO,none,28,20,64,20,360,5,30,tabu15,partition,synergy,0,,0
1131,125,LTO,none,28,20,64,20,360,5,30,tabu15,partition,heuristic,0,,0
1132,126,LTO,none,28,20,64,20,360,5,30,tabu15,partition,synergy,0,,0
1133,126,LTO,none,28,20,64,20,360,5,30,tabu15,partition,heuristic,0,,0
1134,143,LTO,none,28,20,64,20,360,5,25,tabu15,partition,synergy,0,,0
1135,143,LTO,none,28,20,64,20,360,5,25,tabu15,partition,heuristic,0,,0
1136,144,LTO,none,28,20,64,20,360,5,25,tabu15,partition,synergy,0,,0
1137,144,LTO,none,28,20,64,20,360,5,25,tabu15,partition,heuristic,0,,0
1138,145,LTO,none,28,20,64,20,360,5,25,tabu15,partition,synergy,0,,0
1139,145,LTO,none,28,20,64,20,360,5,25,tabu15,partition,heuristic,0,,0
1140,146,LTO,none,28,20,64,20,360,5,25,tabu15,partition,synergy,0,,0
1141,146,LTO,none,28,20,64,20,360,5,25,tabu15,partition,heuristic,0,,0
1142,147,LTO,none,28,20,64,20,360,5,25,tabu15,partition,synergy,0,,0
1143,147,LTO,none,28,20,64,20,360,5,25,tabu15,partition,heuristic,0,,0
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
